Date / Time,City,State,Shape,Duration,Summary,Posted
9/04/2020 22:54,Topeka,KS,Light,1 minute,"Bright ball of flickering red light across the sky in Topeka, Kansas",11/05/2020
9/04/2020 21:30,Bloomsburg,PA,Oval,2 minutes,Bright illuminating elongated circular hovercraft 300 ft in the air stationary. No moving no blinking lights glowing stationary craft.,11/05/2020
9/04/2020 21:30,Gulf Shores,AL,Light,15 seconds,Light seen moving erratically above cloud layer through NVGs. Gulf Shores AL,11/05/2020
9/04/2020 21:02,Wayne Lakes,OH,Cylinder,2 minutes,Red Silent Light Orb slowly went across the night sky.,11/05/2020
9/04/2020 21:00,Colorado Springs,CO,Circle,4 minutes,"Two craft traveling similar path stop completely and fade from sight, one after another.",11/05/2020
9/04/2020 21:00,East Stroudsburg,PA,Sphere,2 hours,Hovering crafts with lights,11/05/2020
9/04/2020 21:00,Stoneham,MA,Fireball,10 minutes,On 9/4/20 around 9PM my 35-year-old son was taking our dog for a walk when he barged into the house and told me to come out and see thi,11/05/2020
9/04/2020 20:45,Attleboro,MA,Circle,2 minutes,Orange circles in night summer sky,11/05/2020
9/04/2020 19:30,Farmington,MN,Oval,5 minutes,"Saw a craft in the sky that had a light on the belly of the craft that is much brighter than any light I have seen on a flying craft, i",11/05/2020
9/04/2020 18:10,New York City (Brooklyn),NY,Oval,2 minutes,"horizontal craft made of two ovals on top of each other, glowing orange. thin and glided through the air. vanished after gliding in air",11/05/2020
9/04/2020 14:00,Mattapan,MA,Fireball,3 minutes,Fireball and spheres,1/19/21
9/04/2020 13:00,Mannington,WV,Light,1 minutes,Light travels fast then stops,11/05/2020
9/04/2020 9:30,Bloomsburg,PA,Disk,1 minute,Stationary saucer with 3 bright glowing royal blue lights which sat above Columbia County Jail for less than a minute.,11/05/2020
9/04/2020 9:30,Bloomsburg,PA,Oval,2 minutes,Bright illuminating elongated circular hovercraft 300 ft in the air stationary. No moving no blinking lights glowing stationary craft.,11/05/2020
9/04/2020 6:26,Glenville,NY,Other,5 minutes,"9/4/20 a star like image in early morning sky quickly dimmed, moved, I saw what almost looked like space ship shape and then left.",12/23/20
9/04/2020 5:36,Buffalo,NY,Other,Unknown,The shape consisted of two chevrons with a vertical line in the middle; chevron shapes were more elongated matching the length of the m,9/04/2020
9/04/2020 4:58,Lakeland,FL,Fireball,4 seconds,Bright Falling Green Object In A Moonlit Early Morning Sky,9/04/2020
9/04/2020 3:20,York County,VA,Other,1-2 seconds,I was heading back from a friends house coming back in to york county from Newport News and I was pulling up to the first stop intersec,9/04/2020
9/04/2020 3:18,Beausejour (Canada),MB,Formation,5 seconds,3 white dots flying East ward in Eastern sky.,9/04/2020
9/04/2020 1:51,Whately,MA,,,MADAR Node 67,11/05/2020
9/04/2020 1:15,Pahrump,NV,Light,2-3 minutes,Blue ziggzaging and sudden stops light that tirned redwhen red light was flashed at it,9/04/2020
9/04/2020 1:00,Williamstown,WV,Teardrop,Seconds,Looked up and caught a glimpse of a light moving faster than any plane I’ve ever seen. 2?? 3?? Times as fast. Covered the horizon dista,9/04/2020
9/03/2020 23:45,Fort Worth,TX,Oval,5-7 seconds,I was driving with my family in west side of town. When the passenger pointed to the East sky and ask what is that? It was a large ova,11/05/2020
9/03/2020 23:45,Allen,TX,Oval,5 seconds,Large oval shaped bright green ufo traveling through clouds at high speed then disappeared,11/05/2020
9/03/2020 23:45,Weatherford,TX,Sphere,3 seconds,I was driving home from work and heading down my street when I saw a big green ball in the sky streak across the clouds and disappear i,11/05/2020
9/03/2020 23:42,Granbury,TX,Light,5-6 seconds,"I was watching the East sky by lake Granbury and almost every night I see shooting stars....thought this was one, but it was far closer",9/04/2020
9/03/2020 23:32,Saskatoon (Canada),SK,Circle,1 minute,((NUFORC Note: No details provided by witness. PD)),11/05/2020
9/03/2020 22:53,Antioch,CA,Triangle,10-15 seconds,Possible TR3B's seen overhead in Antioch.,11/05/2020
9/03/2020 21:22,Farmington Hills,MI,,,MADAR Node 144,11/05/2020
9/03/2020 21:15,Mukwonago,WI,Triangle,2 minutes,Triangle with 3 white lights on corners.,9/04/2020
9/03/2020 20:45,Cowansville,PA,Light,3 seconds,"Walking home from gas station around 8:45pm. About 1 mile from my home. Its just getting dark, so I'm looking at the sky when over the",11/05/2020
9/03/2020 20:00,Dansville/Mason,MI,Light,10 seconds,Triple lights in the sky.,9/04/2020
9/03/2020 19:30,Deming,NM,Other,30 minutes,"UFO sighting I 10 through New Mexico 32.2361000, -108.0330000.Driving through Deming New Mexico my girlfriend noticed something sta",11/05/2020
9/03/2020 17:45,Storrs,CT,Cigar,Seconds,"In Storrs, CT, saw a cigar shaped object flying rapidly after hovering for a brief second on my iPhone footage of the rain clouds.",11/05/2020
9/03/2020 17:30,Utica,NY,Circle,2 minutes,Crafts ejecting objects closeup video footage in description,11/05/2020
9/03/2020 13:30,Tacoma,WA,Fireball,3-4 minutes,"I was sitting out side at 1:30 am smoking a cigarette, Across the sky, 3 to 5 times time bigger then a jetliner,It came towards me, I w",9/04/2020
9/03/2020 7:38,St. Louis,MO,,,MADAR Node 70,11/05/2020
9/03/2020 6:58,Pine City,NY,,,MADAR Node 82,11/05/2020
9/03/2020 6:43,Irmo,SC,,,MADAR Node 95,11/05/2020
9/03/2020 5:39,Edmonds,WA,,,MADAR Node 61,11/05/2020
9/03/2020 5:10,Lake Havasu City,AZ,Light,2 seconds,satellite and bright light (star) intersect,11/05/2020
9/03/2020 5:00,California,MD,Circle,1 hour,Small green object moving around the Moon. ((NUFORC Note: Lens flare? Anonymous report. PD)),11/05/2020
9/03/2020 1:30,Roanoke,TX,Light,8 seconds,Green oval lights.,9/04/2020
9/03/2020 0:00,Cleburne,TX,Oval,3 seconds,A green orb flashed for 3 seconds then vanished,11/05/2020
9/02/2020 23:45,Fort Worth,TX,Oval,5-7 seconds,I was driving with my family in west side of town. When the my uncle pointed to the sky and said look what the.. is that? It was a lar,11/05/2020
9/02/2020 23:00,Allendale,MI,Circle,2 minutes,Silver circular craft with white lights.,11/05/2020
9/02/2020 22:30,Mooresville,IN,Circle,30 minutes,On the night of September 2nd 2020 around 10:30pm my boyfriend and I were sitting on our front porch smoking a cigarette. We were facin,11/05/2020
9/02/2020 21:45,Coronation (Canada),AB,Sphere,2 minutes,"Looked out window to the east to see if Mars was up yet. Sky clear, very few clouds, rising full moon. Faint spherical &quot;cloud&qu",9/04/2020
9/02/2020 21:15,Redvale,CO,Light,20 minutes,"Blinking red light, low on horizon, flashing, moving up and down",9/04/2020
9/02/2020 20:40,Indianford/Fulton/Edgerton,WI,Triangle,45-60 seconds,"4 large white lights with 2 on either side (cross shaped) surrounded by 3 larger red lights on top, left, and right side",9/04/2020
9/02/2020 20:00,Rumford,ME,Triangle,All day all night but mor,Total invasion in home town by Extra dimensional entities that torment me and my family night and day.,12/23/20
9/02/2020 19:39,Cheyenne,WY,Other,70 minutes,Cloud-seeding irregular movement object seen near F.E.Warren AFB Cheyenne WY,9/04/2020
9/02/2020 18:00,Florence,CO,Sphere,5 seconds,Bright white sphere surrounded by an orange glow observed rapidly traveling across the horizon.,9/04/2020
9/02/2020 16:30,Fort Worth,TX,Sphere,Hour,2 black spheres hovering over fort worth. Multiple behind it,9/04/2020
9/02/2020 15:03,New Albany,OH,Cone,1 minute,Driving down 88 coming up to 22 and seen 2 cone shaped objects in the northern sky. Resembled a praying mantis but with 3 lights,9/04/2020
9/02/2020 11:00,Otis,OR,Other,15 minutes?,Invisible object caught in photo with orbs,9/04/2020
9/02/2020 10:52,Naches Peak Loop Trail,WA,Circle,>1 minute,Oreo-Like Circular Metallic Flying Object and a Tiny Funnel Shaped Object,9/04/2020
9/02/2020 3:40,Liberty Lake,WA,Changing,1 hour,A very bright constantly changing starlike light from the southeastern sky. I also noticed other much smaller lights occasionally shoot,9/04/2020
9/02/2020 2:35,Temecula,CA,Light,Hours,I had let my dog outside to go potty in the middle of the night and as I waited I noticed a twinkling light above thinking it was a sta,9/04/2020
9/02/2020 1:00,Newport News,VA,Changing,40 minutes,"A bright moonlit night with no stars to see, except one that was in our atmosphere, moving slowly, and I knew it was special.",9/04/2020
9/02/2020 1:00,Smolensk (Russia),,Light,30 minutes,"moving light, radiant balls going up and down, flashes in the sky",9/04/2020
9/02/2020,Yelm,WA,Changing,september-present,"big balls in the sky that change shape,triangle, teleport, phone jamming.",12/23/20
9/01/2020 22:15,Parrish,FL,Fireball,5 seconds,UFO sighting in parrish Florida.,9/04/2020
9/01/2020 19:29,Newburgh,IN,,,MADAR Node 142,11/05/2020
9/01/2020 16:00,Hammond (Canada),ON,Unknown,20 seconds,As if light was coming through a prism,11/05/2020
9/01/2020 15:30,Myrtle Beach,SC,Cylinder,20 minutes,"I was laying in pool,clear day no clouds.Saw object very high in sky.Got binoculars and located object.It was a large cylinder floating",11/05/2020
9/01/2020 15:00,North Providence,RI,Egg,Home,I don’t even know where or how to start this ... I just got back home with my daughter who at the time was 4 . It was sunny and pretty,3/02/2021
9/01/2020 13:26,St. Peter,MN,,,MADAR Node 60,11/05/2020
9/01/2020 6:30,Hebron,OH,Other,10 minutes,So my father and myself were leving hebron kroger near buckeye lake when an incredibly white bright star shaped craft hovered in place,11/05/2020
9/01/2020 5:00,Hull,MA,Light,30 minutes,solid object with the bank of strobing lights on the bottom. The lights were blue yellow red white and blue.,9/04/2020
9/01/2020 4:20,Edmonton,AB,Light,3 minutes,"I was riding my pedal bike to the 711 in st.albert,Alberta from near the casino when I was riding my bike from 711 there was a Super Br",9/04/2020
9/01/2020 3:00,Ames,IA,Light,2 seconds,Light in sky defying gravity and disappearing in rural Iowa,9/04/2020
9/01/2020 1:07,McMinnville,OR,Teardrop,2 seconds,White with blueish hint comet looking thing flew past me and my friend,9/04/2020
9/01/2020 0:25,La Quinta,CA,Formation,3-5 seconds,HIGH SPEED BRIGHT WHITE OBJECTS PASSING OVERHEAD,9/04/2020
8/12/2020 23:45,East Sandwich,MA,,2 seconds,Brief flying irregular white circular object,8/20/20
8/12/2020 23:36,Pine Grove,PA,Sphere,30 minutes,"I was outside around 11:00 to view the meteor shower that was to take place this night. As I sat and watched, something caught my atten",8/20/20
8/12/2020 23:15,West Valley City,UT,Chevron,15 seconds,Gliding object viewed 3 different times in about 20 minute span.,8/20/20
8/12/2020 23:00,Brampton (Canada),ON,Light,5 minutes,Light flew across the sky very fast and silent then turned back and flew the way it came from,8/20/20
8/12/2020 22:33,Kalispell,MT,Circle,,"I was looking thew my telescope, looked away from my telescope then saw a huge light above Venus and Mercury.",8/20/20
8/12/2020 22:30,Garden City,SC,Circle,45 seconds,Unidentified Objects - Garden City SC,9/04/2020
8/12/2020 22:30,Garden City,SC,Light,15-45 secondss,We know the two of us definitely saw 3-5 lights in linear pattern. Our specific account do differ slightly as I believe they went away,11/05/2020
8/12/2020 22:15,Austin,TX,Light,10 seconds,small ball of white light traveling south to north,11/05/2020
8/12/2020 22:06,St. Louis,MO,,,MADAR Node 70,8/27/20
8/12/2020 22:00,Keizer,OR,Sphere,ongoing,My fiances grandmother came inside from smoking and said she saw a ufo outside somewhat reluctantly and wanted someone to come out and,8/20/20
8/12/2020 21:12,Tucson,AZ,Rectangle,3 minutes,Red Triangle formation over Tucson,9/04/2020
8/12/2020 20:25,Saint John,IN,Sphere,Not sure,White Orb spotted hovering in evening glowing white no flashing lights no tether,12/23/20
8/12/2020 20:16,Labadie,MO,Circle,1 hour,Double rings of light moving west to east in the south sky.,8/20/20
8/12/2020 20:12,North Las Vegas,NV,Circle,2:27,I saw 10 red bright light in the sky for several minutes then the disappeared,8/20/20
8/12/2020 20:00,Denver,CO,Circle,45 minutes,Yellowish color sphere above the Denver Sky seen multiple times in the same vicinity,8/20/20
8/12/2020 19:59,Alburquerque,NM,Disk,,I saw a saucer looking flying object.. I was taking a picture of my view of Downtown Alburquerque and I caught it on my camera.,8/27/20
8/12/2020 19:46,Wildwood,MO,Sphere,>10 minutes,"There were 2 objects, almost directly overhead, no detectable motion, about 20 degrees apart in the evening sky. White in color.",8/20/20
8/12/2020 19:30,Labadie,MO,Disk,Ongoing,Three shiny metallic discs seen floating above with light rings on underside,8/20/20
8/12/2020 17:30,Boston,MA,Egg,20 minutes,"Observed by my associate and I in the southeastern sky from Castle Island Boston, southeast of Logan Airport. It remained completely st",8/20/20
8/12/2020 15:20,Fayetteville,GA,Oval,20 seconds,"UFO flying overhead as storm approached, seemed to hover then slowly glide away. Similar to previous sighting.",8/20/20
8/12/2020 5:55,Rougemont,NC,Circle,15 seconds,White object with bluish blinking lights see in Rougemont NC,8/20/20
8/12/2020 3:30,Jackson,MI,Light,1-2 seconds,"Bright, stationary light north of my house that suddenly disappeared.",8/20/20
8/12/2020 3:00,Oslo (Norway),,Unknown,10 seconds,We where outside looking at the sky where we saw many many many lights at the sky. ((Starlink satellites?)),8/20/20
8/12/2020 3:00,Toledo,OH,Fireball,2 minutes,Circular ball of fire spotted in Toledo Ohio,8/20/20
8/12/2020 3:00,Deer Park,TX,Unknown,30 minutes,Moving star and blinking light.,8/20/20
8/12/2020 1:30,Toccoa,GA,Disk,10 minutes,Disk aircraft with 3 lights.,8/20/20
8/12/2020 0:30,Boiling Springs,PA,Light,20+ minutes,Star/satellite-like light in the night sky moving unusually and sporadically for a prolonged period of time.,8/20/20
8/12/2020 0:30,Conway,SC,Other,2-3 minutes,Four flashing lights in a long train across South Carolina night sky,8/27/20
8/11/2020 23:45,Valley City,ND,Light,30-45 seconds,Lake Ashtabula. High altitude (or low orbit) light moving at extreme speeds in a zig-zag pattern.,8/27/20
8/11/2020 23:40,Hazleton,PA,Light,10 seconds,"Two objects seen flying over Hazleton, PA in a northern direction.",8/20/20
8/11/2020 23:35,El Paso,TX,Light,20 minutes,Strange bright light in the El Paso sky over Horizon City that blinks out and returns,8/20/20
8/11/2020 23:34,Liverpool (UK/England),,Cylinder,1 minute,"Dog walking, watching lightning.... no thunder sound and photographed a UFO",8/20/20
8/11/2020 23:20,Saskatoon (Canada),SK,Circle,7 seconds,"5 to 7 circular objects, moving in a triangular formation, at a very methodical speed.",8/20/20
